# lambda_val.val 0.66667
    1        -0.7800779226
    2        -4.0214496039
    3         3.7929716739
    4         0.7842375677
    5       -19.3207338685
    6       -17.9101341475
    7       -29.1602371127
    8        -6.8437389097
    9         0.4507017186
   10       -16.3304129899
   11        -2.3808449346
   12       -18.3234668459
