#This file was generated on Wed Jun 28 15:35:08 2023
#Using the somd command, of the molecular library Sire version <2023.3.0> 
#For more information visit: https://github.com/openbiosim/sire
#
#General information on simulation parameters:
#Simulation used 250 moves, 12 cycles and 6 ps of simulation time
#Generating lambda is		 0.66667
#Alchemical array is		 (0.0, 0.33333, 0.66667, 1.0)
#Generating temperature is 	300 K
#Energy was saved every 250 steps 
#
#
#   [step]               [potential]                [gradient]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
     250           -4.01587661e+04           -7.80077923e-01            1.00079037e+00            9.99230197e-01     1.135520043591701e+01     1.545078707305840e+00     5.368602757930756e-01     1.001823705804088e+00
     500           -3.91642248e+04           -4.02144960e+00            1.00401912e+00            9.95976284e-01     2.733563077334518e+01     4.438981124110300e+00     1.347765535261579e+00     8.511228684586304e-01
     750           -3.88583589e+04            3.79297167e+00            9.96196932e-01            1.00378276e+00     5.997287405135940e+00    -1.681538286424759e+00    -9.055207271866199e-01     1.020077501762376e+00
    1000           -3.85738950e+04            7.84237568e-01            9.99200063e-01            1.00076851e+00     6.956154857023836e+01     4.827638143180891e+00     4.204983736441958e+00     5.128201612970668e+00
    1250           -3.83940829e+04           -1.93207339e+01            1.01947303e+00            9.80830506e-01     1.133526034135853e+02     1.172612550976306e+01    -3.419139460047600e+00    -7.769788104794055e+00
    1500           -3.84138651e+04           -1.79101341e+01            1.01805280e+00            9.82231270e-01     3.888187339948308e+01     3.849455128042004e+00    -4.039270900013739e+00    -9.121106617303511e+00
    1750           -3.85616526e+04           -2.91602371e+01            1.02954857e+00            9.71222151e-01     2.303815587078879e+02     2.159662803582968e+01     1.334056406937823e+00    -6.066382051977803e+00
    2000           -3.84584076e+04           -6.84373891e+00            1.00687274e+00            9.93185077e-01     1.529796386034591e+01    -1.234758899902647e-01    -3.183343303816775e+00    -4.729383151369895e+00
    2250           -3.84878134e+04            4.50701719e-01            9.99569304e-01            1.00047073e+00     1.896199568639760e+01    -2.279023114900902e+00    -4.179925412798993e+00    -3.086531749516142e+00
    2500           -3.85387996e+04           -1.63304130e+01            1.01644004e+00            9.83778546e-01     2.483480123796830e+01     1.079385147454507e-01    -7.037966167559983e+00    -1.168165903390884e+01
    2750           -3.85377075e+04           -2.38084493e+00            1.00239404e+00            9.97632301e-01     3.080374967050856e+01     3.407332615795054e-01    -2.266062005740389e+00    -2.136462589529665e+00
    3000           -3.84385472e+04           -1.83234668e+01            1.01848085e+00            9.81832281e-01     7.153115862881120e+01     8.935340408244041e+00    -1.732359190920556e-01    -5.250301242799074e+00
