# lambda_val.val 0.66667
    1         5.4270211363
    2         7.1349730033
    3         5.8086365378
    4        -1.0932140915
    5         1.1961346473
    6         3.9094861586
    7         4.7025961046
    8         6.0193260415
    9         2.0899383442
   10         6.1003097326
   11         4.7927325581
   12         8.4439706116
