# lambda_val.val 0.00000
    1       -16.1621084495
    2       -20.1094340328
    3        -2.8604793185
    4        -7.8087477392
    5        -1.2484946719
    6       -13.1364163129
    7         3.4565555954
    8        -6.5519498053
    9       -41.7174634108
   10        -0.9471994555
   11        -5.4070258125
   12         6.9939105200
