# lambda_val.val 0.33333
    1        -0.8848112988
    2        -7.7687603181
    3         2.4148158752
    4        -4.2556424846
    5        15.1140298404
    6        -5.7765401338
    7        -0.8060783794
    8        -2.4452213219
    9        -0.5231164632
   10         0.6181348549
   11         7.2717098569
   12         3.9898832381
