#This file was generated on Wed Jun 28 15:31:24 2023
#Using the somd command, of the molecular library Sire version <2023.3.0> 
#For more information visit: https://github.com/openbiosim/sire
#
#General information on simulation parameters:
#Simulation used 250 moves, 12 cycles and 6 ps of simulation time
#Generating lambda is		 0.00000
#Alchemical array is		 (0.0, 0.33333, 0.66667, 1.0)
#Generating temperature is 	300 K
#Energy was saved every 250 steps 
#
#
#   [step]               [potential]                [gradient]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
     250            6.93835160e+00            1.81877961e-01            9.99818139e-01            1.00018189e+00     1.163838090410378e+01     1.353063167764188e+01     1.715406112307423e+01     2.231480839034083e+01
     500            3.81547193e+00           -5.00640178e-03            1.00000501e+00            9.99994994e-01     6.400067088934663e+00     7.971661937876906e+00     1.121314235735744e+01     1.597933815348893e+01
     750            2.53623030e+00            7.83700197e-01            9.99216607e-01            1.00078401e+00     4.254269033151651e+00     6.140827553904570e+00     9.746802303832816e+00     1.488649034483714e+01
    1000            3.66145509e+00            1.72831840e+00            9.98273174e-01            1.00172981e+00     6.141719450275355e+00     8.723888458416296e+00     1.312892698582451e+01     1.909999571855427e+01
    1250            3.91579692e+00           -6.63394583e+00            1.00665600e+00            9.93388010e-01     6.568352069886187e+00     7.109376960921720e+00     9.627226474415966e+00     1.365042238699089e+01
    1500            4.97598853e+00           -5.26118994e+00            1.00527505e+00            9.94752626e-01     8.346715944175630e+00     9.315241800908602e+00     1.221455983092790e+01     1.663457585468614e+01
    1750            5.31284899e+00            2.46195057e+00            9.97541078e-01            1.00246498e+00     8.911765185455188e+00     1.137872337094983e+01     1.558684484053637e+01     2.135117798994926e+01
    2000            3.63982871e+00            2.19317219e-01            9.99780707e-01            1.00021934e+00     6.105443390445508e+00     8.042424168958991e+00     1.177398523538765e+01     1.705262846187391e+01
    2250            6.46240219e+00           -1.93847588e+00            1.00194036e+00            9.98063402e-01     1.084002405728600e+01     1.244176034912264e+01     1.588856621675217e+01     2.087771307540861e+01
    2500            4.09105016e+00            4.70491116e+00            9.95306140e-01            1.00471600e+00     6.862321603840676e+00     1.025554828375547e+01     1.544531382263908e+01     2.223632989433782e+01
    2750            6.06844153e+00            3.73593088e+00            9.96271039e-01            1.00374292e+00     1.017919502862697e+01     1.326801607751080e+01     1.813552701917792e+01     2.458794364440982e+01
    3000            4.41011488e+00            3.24884846e+00            9.96756423e-01            1.00325413e+00     7.397520305512950e+00     1.025460490171674e+01     1.490157009744044e+01     2.112097453997349e+01
