# lambda_val.val 0.00000
    1         0.1818779607
    2        -0.0050064018
    3         0.7837001966
    4         1.7283184010
    5        -6.6339458288
    6        -5.2611899390
    7         2.4619505737
    8         0.2193172195
    9        -1.9384758794
   10         4.7049111615
   11         3.7359308784
   12         3.2488484562
