# lambda_val.val 1.00000
    1       -19.3611135384
    2       -19.5834846949
    3       -14.0117538601
    4       -25.3875780775
    5         1.3630496968
    6        -9.9133824412
    7        -6.5540980620
    8       -10.7839031062
    9       -16.1042238749
   10         2.3128905073
   11       -13.5944241196
   12       -21.1191798321
