# lambda_val.val 1.00000
    1         6.3774939722
    2         7.6761549527
    3         1.9493550756
    4         2.5706399911
    5         6.7953346548
    6        10.1613137359
    7         6.3950915563
    8         5.3764418707
    9         1.2586682148
   10         1.5404986050
   11        10.8811769437
   12         7.9065392553
